Sl no.,GSTIN/UIN of Customer,Name of the Customer,Invoice No.,Is Memo,Invoice Date,Invoice Val,HSN,Product Name,Taxable Val,SGST/UTGST Rate,SGST/UTGST(Rs), CGST Rate,CGST(Rs),IGST Rate,IGST(Rs),CESS Rate,CESS(Rs),ADDITIONAL CESS Rate,ADDITIONAL CESS(Rs),Pos(State Code),UOM,QTY,RATE,Payment Mode
10670,,,4122013541,0,24/07/2022,781,,haribo marshmellows,199,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,199.0,Cash
10671,,,4122013541,0,24/07/2022,781,0406,Milky Mist Paneer 200 Gms,101.92,2.5%,2.54,2.5%,2.54,-,-,-,-,-,-,27,PC,1,107.0,Cash
10672,,,4122013542,0,24/07/2022,180,2106,Mccain Masala - Fries 400 Gm,111.62,6.0%,6.69,6.0%,6.69,-,-,-,-,-,-,27,PC,1,125.0,Cash
10673,,,4122013542,0,24/07/2022,180,,8908012605225,55,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,55.0,Cash
10674,,,4122013543,0,24/07/2022,4732,, Carry Bag Small,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
10675,,,4122013543,0,24/07/2022,4732,,Shreenath Salad Mix Bag,80,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,80.0,Cash
10676,,,4122013543,0,24/07/2022,4732,,Quaker oats,375,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,375.0,Cash
10677,,,4122013543,0,24/07/2022,4732,1902,Borges Durum Wheat Pasta - Farfalle 500 Gm Pouch,111.62,6.0%,6.69,6.0%,6.69,-,-,-,-,-,-,27,PC,1,125.0,Cash
10678,,,4122013543,0,24/07/2022,4732,1509,Borges Extra Virgin Olive Oil 1l,1333.34,2.5%,33.33,2.5%,33.33,-,-,-,-,-,-,27,PC,2,700.0,Cash
10679,,,4122013543,0,24/07/2022,4732,4818,Selpack Kitchen Paper Towel,194.92,9.0%,17.54,9.0%,17.54,-,-,-,-,-,-,27,PC,1,230.0,Cash
10680,,,4122013543,0,24/07/2022,4732,, Nongshim Shin Ramyun Noodle,469.66,6.0%,28.17,6.0%,28.17,-,-,-,-,-,-,27,PC,1,526.0,Cash
10681,,,4122013543,0,24/07/2022,4732,,shin ramyun,129,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,129.0,Cash
10682,,,4122013543,0,24/07/2022,4732,2103,Buffet [Rawnvg] 250 Gm Plpch Medium Prawns [Frznseafd],220.34,9.0%,19.83,9.0%,19.83,-,-,-,-,-,-,27,PC,1,260.0,Cash
10683,,,4122013543,0,24/07/2022,4732,,gubb styler round brush,229,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,229.0,Cash
10684,,,4122013543,0,24/07/2022,4732,04061000,Yakult Light,90.48,2.5%,2.26,2.5%,2.26,-,-,-,-,-,-,27,PC,1,95.0,Cash
10685,,,4122013543,0,24/07/2022,4732,7011,Yakult Probiotic Health Drink 325ml,76.2,2.5%,1.9,2.5%,1.9,-,-,-,-,-,-,27,PC,1,80.0,Cash
10686,,,4122013543,0,24/07/2022,4732,2106,Snapin mixed herbs 25g,70.54,6.0%,4.23,6.0%,4.23,-,-,-,-,-,-,27,PC,1,79.0,Cash
10687,,,4122013543,0,24/07/2022,4732,04031000,Epigamia Greek Yogurt Natural 400G,209.54,2.5%,5.23,2.5%,5.23,-,-,-,-,-,-,27,PC,1,220.0,Cash
10688,,,4122013543,0,24/07/2022,4732,,8906069010238,240,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,120.0,Cash
10689,,,4122013543,0,24/07/2022,4732,,Whole the truth,199,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,199.0,Cash
10690,,,4122013543,0,24/07/2022,4732,,Whole the truth,295,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,295.0,Cash
10691,,,4122013543,0,24/07/2022,4732,2005,Neo Burger Chips 350 Gms,125,6.0%,7.5,6.0%,7.5,-,-,-,-,-,-,27,PC,1,140.0,Cash
10692,,,4122013544,0,24/07/2022,887,,Fruit & Vegetables,252,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,252.0,Cash
10693,,,4122013544,0,24/07/2022,887,08041020,Rosta Omani Dates 680 gm,392.86,6.0%,23.57,6.0%,23.57,-,-,-,-,-,-,27,PC,1,440.0,Cash
10694,,,4122013544,0,24/07/2022,887,210120,Tea A Me Tea Honey Lemon Grn 25Tea Bags,185.72,2.5%,4.64,2.5%,4.64,-,-,-,-,-,-,27,PC,1,195.0,Cash
10695,,,4122013545,0,24/07/2022,490,,Fluffey Marshmallow,130,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,130.0,Cash
10696,,,4122013545,0,24/07/2022,490,0710,Mccain Veggie Burger Patty 360Gms,116.08,6.0%,6.96,6.0%,6.96,-,-,-,-,-,-,27,PC,1,130.0,Cash
10697,,,4122013545,0,24/07/2022,490,,Nutoras Cheddar Cheese 200 Gm,205.36,6.0%,12.32,6.0%,12.32,-,-,-,-,-,-,27,PC,1,230.0,Cash
10698,,,4122013546,0,24/07/2022,1460,1905,Burger Bun,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,3,20.0,Cash
10699,,,4122013546,0,24/07/2022,1460,, Carry Bag Small,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
10700,,,4122013546,0,24/07/2022,1460,,Red Bull Yellow,115,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,115.0,Cash
10701,,,4122013546,0,24/07/2022,1460,1902,Borges [Mcroni] 350 Gm Mini Fusilli Pasta,71.44,6.0%,4.28,6.0%,4.28,-,-,-,-,-,-,27,PC,1,80.0,Cash
10702,,,4122013546,0,24/07/2022,1460,1902,Borges [Mcroni] 350 Gm Mini Penne Rigate Pasta,71.44,6.0%,4.28,6.0%,4.28,-,-,-,-,-,-,27,PC,1,80.0,Cash
10703,,,4122013546,0,24/07/2022,1460,,Real Thai Yellow Curry,62.5,6.0%,3.75,6.0%,3.75,-,-,-,-,-,-,27,PC,1,70.0,Cash
10704,,,4122013546,0,24/07/2022,1460,2106,Dabur Hommade - Coconut Milk 200 Ml Carton,133.94,6.0%,8.03,6.0%,8.03,-,-,-,-,-,-,27,PC,2,75.0,Cash
10705,,,4122013546,0,24/07/2022,1460,0402,Amul Lactose Free Milk Tetra 200M,23.82,2.5%,0.59,2.5%,0.59,-,-,-,-,-,-,27,PC,1,25.0,Cash
10706,,,4122013546,0,24/07/2022,1460,0406,Milky Mist Cheese Slices 100 Gms,80.36,6.0%,4.82,6.0%,4.82,-,-,-,-,-,-,27,PC,1,90.0,Cash
10707,,,4122013546,0,24/07/2022,1460,2100,Habit Baked Beans 450 gm,107.16,6.0%,6.42,6.0%,6.42,-,-,-,-,-,-,27,PC,1,120.0,Cash
10708,,,4122013546,0,24/07/2022,1460,2104,Keya Instant Creamy Mushrm Soup Flv 14G,38.14,9.0%,3.43,9.0%,3.43,-,-,-,-,-,-,27,PC,3,15.0,Cash
10709,,,4122013546,0,24/07/2022,1460,2103, Veeba Chilli Oregano 350 gm,120.54,6.0%,7.23,6.0%,7.23,-,-,-,-,-,-,27,PC,1,135.0,Cash
10710,,,4122013546,0,24/07/2022,1460,,Tofu,100,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,100.0,Cash
10711,,,4122013546,0,24/07/2022,1460,19051000,Damai Roasted Pizza Stick Jain 100gm,228.58,2.5%,5.71,2.5%,5.71,-,-,-,-,-,-,27,PC,2,120.0,Cash
10712,,,4122013546,0,24/07/2022,1460,1905100,Damai Roasted Pav Bhaji Sticks 100 gm,114.3,2.5%,2.85,2.5%,2.85,-,-,-,-,-,-,27,PC,1,120.0,Cash
10713,,,4122013547,0,24/07/2022,348,,shin ramyun,129,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,129.0,Cash
10714,,,4122013547,0,24/07/2022,348,19023,Samyang Hot Chicken Ramen Stew Type 145 Gm,116.08,6.0%,6.96,6.0%,6.96,-,-,-,-,-,-,27,PC,1,130.0,Cash
10715,,,4122013547,0,24/07/2022,348,,Veeba Mayonese Tandoori,79.48,6.0%,4.76,6.0%,4.76,-,-,-,-,-,-,27,PC,1,89.0,Cash
10716,,,4122013548,0,24/07/2022,170,,Nestle Kit Kat,70,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,70.0,Cash
10717,,,4122013548,0,24/07/2022,170,,M & M Crispy,100,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,100.0,Cash
10718,,,4122013549,0,25/07/2022,60,12040090,Happy Carma Roasted Flax Seeds 150 gm,57.16,2.5%,1.42,2.5%,1.42,-,-,-,-,-,-,27,PC,1,60.0,Cash
10719,,,4122013550,0,25/07/2022,160,,White Sandwich Bread,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
10720,,,4122013550,0,25/07/2022,160,,Real Mix Berries Juice 1Ltr,116.08,6.0%,6.96,6.0%,6.96,-,-,-,-,-,-,27,PC,1,130.0,Cash
10721,,,4122013551,0,25/07/2022,255,,Food,20,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,20.0,Cash
10722,,,4122013551,0,25/07/2022,255,,Brooksite Guava 30gm,50.86,9.0%,4.57,9.0%,4.57,-,-,-,-,-,-,27,PC,1,60.0,Cash
10723,,,4122013551,0,25/07/2022,255,,Open secret,35,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,35.0,Cash
10724,,,4122013551,0,25/07/2022,255,,Open Secrete Peanut Butter Cookies,35,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,35.0,Cash
10725,,,4122013551,0,25/07/2022,255,,8908013328024,105,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,3,35.0,Cash
10726,,Dunzo,4122013552,0,25/07/2022,800,,Raw Honey Banana Milk Shake 200 Ml,380.96,2.5%,9.52,2.5%,9.52,-,-,-,-,-,-,27,PC,5,80.0,Cash
10727,,Dunzo,4122013552,0,25/07/2022,800,,Phab Protein Milkshake Cold Coffee,339,9.0%,30.5,9.0%,30.5,-,-,-,-,-,-,27,PC,4,100.0,Cash
10728,,,4122013553,0,25/07/2022,260,1806,Ferrero Rocher 3T 37.5gm,101.7,9.0%,9.15,9.0%,9.15,-,-,-,-,-,-,27,PC,1,120.0,Cash
10729,,,4122013553,0,25/07/2022,260,220210,Limca\Cld Lime\Pet 250 Ml- 30,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
10730,,,4122013553,0,25/07/2022,260,,Nescaffee Coffee,120,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,120.0,Cash
10731,,,4122013554,0,25/07/2022,90,,Hubba Bubba,70,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,70.0,Cash
10732,,,4122013554,0,25/07/2022,90,1806,Snickers Chocolate 25Gm,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
10733,,,4122013555,0,25/07/2022,20,2201,Kinley Packaged Drinking Water 1 Ltr,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
10734,,,4122013556,0,25/07/2022,400,,CHOCOZAY,400,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,4,100.0,Cash
10735,,,4122013557,0,25/07/2022,132.5,, Frubee Essencia Badi saunf 100 gm,52.4,2.5%,1.3,2.5%,1.3,-,-,-,-,-,-,27,PC,1,55.0,Cash
10736,,,4122013557,0,25/07/2022,132.5,19059020,Pickwick Pineapple Creamy Wafer 75Gms,21.2,9.0%,1.9,9.0%,1.9,-,-,-,-,-,-,27,PC,1,25.0,Cash
10737,,,4122013557,0,25/07/2022,132.5,19059020,Pickwick Strawberry Creamy Wafer 75 Gms,23.32,9.0%,2.09,9.0%,2.09,-,-,-,-,-,-,27,PC,1,27.5,Cash
10738,,,4122013557,0,25/07/2022,132.5,210690,Ramjee Corn Crackers 80 gm,23.82,2.5%,0.59,2.5%,0.59,-,-,-,-,-,-,27,PC,1,25.0,Cash
10739,,,4122013558,0,25/07/2022,1210,0205,Zorabian Chicken Seekh Kebab 500G,294.66,6.0%,17.67,6.0%,17.67,-,-,-,-,-,-,27,PC,1,330.0,Cash
10740,,,4122013558,0,25/07/2022,1210,0205,Zorabain Bbq Chicken Sausages 500G,258.94,6.0%,15.53,6.0%,15.53,-,-,-,-,-,-,27,PC,1,290.0,Cash
10741,,,4122013558,0,25/07/2022,1210,0205,Zorabian Chicken Sausage 500G,258.94,6.0%,15.53,6.0%,15.53,-,-,-,-,-,-,27,PC,1,290.0,Cash
10742,,,4122013558,0,25/07/2022,1210,1602,Zorabian Boneless Marinate Tandoori 500 gm,267.86,6.0%,16.07,6.0%,16.07,-,-,-,-,-,-,27,PC,1,300.0,Cash
10743,,Dunzo,4122013559,0,25/07/2022,915,0205,Yummiez Chicken Plain Salami 250G,125,6.0%,7.5,6.0%,7.5,-,-,-,-,-,-,27,PC,1,140.0,Cash
10744,,Dunzo,4122013559,0,25/07/2022,915,0205,Venky's Chicken Sheek Kabab 500 Gms,316.98,6.0%,19.01,6.0%,19.01,-,-,-,-,-,-,27,PC,1,355.0,Cash
10745,,Dunzo,4122013559,0,25/07/2022,915,2103,Venkys Chicken Breakfast Sausages 500gm,236.62,6.0%,14.19,6.0%,14.19,-,-,-,-,-,-,27,PC,1,265.0,Cash
10746,,Dunzo,4122013559,0,25/07/2022,915,0710,Zorabian Plain Salami 250Gm,138.4,6.0%,8.3,6.0%,8.3,-,-,-,-,-,-,27,PC,1,155.0,Cash
10747,,,4122013560,0,25/07/2022,750,1905,Burger Bun,20,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,20.0,Cash
10748,,,4122013560,0,25/07/2022,750,, Carry Bag Small,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
10749,,,4122013560,0,25/07/2022,750,,Brown bun,25,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,25.0,Cash
10750,,,4122013560,0,25/07/2022,750,,pizza medium,45,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,45.0,Cash
10751,,,4122013560,0,25/07/2022,750,,Donut,240,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,120.0,Cash
10752,,,4122013560,0,25/07/2022,750,,Shreenath Baby Corn,20,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,20.0,Cash
10753,,,4122013560,0,25/07/2022,750,19053100,Pickwick Chocolate Wafer Biscu 75 Gms,23.32,9.0%,2.09,9.0%,2.09,-,-,-,-,-,-,27,PC,1,27.5,Cash
10754,,,4122013560,0,25/07/2022,750,19059020,Pickwick Strawberry Creamy Wafer 75 Gms,23.32,9.0%,2.09,9.0%,2.09,-,-,-,-,-,-,27,PC,1,27.5,Cash
10755,,,4122013560,0,25/07/2022,750,0710,Mccain Allo Tikki 400Gms,102.68,6.0%,6.16,6.0%,6.16,-,-,-,-,-,-,27,PC,1,115.0,Cash
10756,,,4122013560,0,25/07/2022,750,33074100,Ramjee Corn Crackers 150 gm,76.2,2.5%,1.9,2.5%,1.9,-,-,-,-,-,-,27,PC,2,40.0,Cash
10757,,,4122013560,0,25/07/2022,750,17049020,Zubi Lollies Candy Rocks 20 gm,53.58,6.0%,3.21,6.0%,3.21,-,-,-,-,-,-,27,PC,2,30.0,Cash
10758,,,4122013560,0,25/07/2022,750,,Dilly Waffer Rolls,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,60.0,Cash
10759,,,4122013561,0,25/07/2022,130,,Kitkat,70,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,70.0,Cash
10760,,,4122013561,0,25/07/2022,130,,clue,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,60.0,Cash
10761,,,4122013562,0,25/07/2022,50,2106,Lite N Fit Diet Chips 90 gm,44.66,6.0%,2.67,6.0%,2.67,-,-,-,-,-,-,27,PC,1,50.0,Cash
10762,,,4122013563,0,25/07/2022,480,,Reeses Nut Bar,150,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,150.0,Cash
10763,,,4122013563,0,25/07/2022,480,,kerla tapicoa,130,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,65.0,Cash
10764,,,4122013563,0,25/07/2022,480,3307,meiji Yan Yan  Creamy Chocolate 57 gm,169.5,9.0%,15.25,9.0%,15.25,-,-,-,-,-,-,27,PC,2,100.0,Cash
10765,,,4122013564,0,25/07/2022,45,,Snicker Almond 22 Gm,21.2,9.0%,1.9,9.0%,1.9,-,-,-,-,-,-,27,PC,1,25.0,Cash
10766,,,4122013564,0,25/07/2022,45,1806,Snickers Chocolate 25Gm,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
10767,,,4122013565,0,25/07/2022,180,,Tong Garden Salted Pistachios,80.36,6.0%,4.82,6.0%,4.82,-,-,-,-,-,-,27,PC,1,90.0,Cash
10768,,,4122013565,0,25/07/2022,180,,TONG GARDEN BLACK PEPPER CASHEWNUT 35 GM,90,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,90.0,Cash
10769,,,4122013566,0,25/07/2022,20,220210,Coca Cola 250Ml,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
10770,,,4122013567,0,25/07/2022,20,2201,Kinley Packaged Drinking Water 1 Ltr,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
10771,,,4122013568,0,25/07/2022,20,220210,Limca\Cld Lime\Pet 250 Ml- 30,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
10772,,,4122013569,0,25/07/2022,3353,,D.M.Multigrain bread,50,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,50.0,Cash
10773,,,4122013569,0,25/07/2022,3353,30469200,linddt roasted hazelnut,296.62,9.0%,26.69,9.0%,26.69,-,-,-,-,-,-,27,PC,1,350.0,Cash
10774,,,4122013569,0,25/07/2022,3353,,Lotus Biscoff,299,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,299.0,Cash
10775,,,4122013569,0,25/07/2022,3353,,Samyang 3x spicy 350gm,102.68,6.0%,6.16,6.0%,6.16,-,-,-,-,-,-,27,PC,1,115.0,Cash
10776,,,4122013569,0,25/07/2022,3353,2103,Thai Red Curry paste 50 gm,62.5,6.0%,3.75,6.0%,3.75,-,-,-,-,-,-,27,PC,1,70.0,Cash
10777,,,4122013569,0,25/07/2022,3353,2103,Red Thai Green Curry Paste 50 gm,62.5,6.0%,3.75,6.0%,3.75,-,-,-,-,-,-,27,PC,1,70.0,Cash
10778,,,4122013569,0,25/07/2022,3353,,Weikfield Masala Red Sachet,26.8,6.0%,1.6,6.0%,1.6,-,-,-,-,-,-,27,PC,2,15.0,Cash
10779,,,4122013569,0,25/07/2022,3353,21039030,Cremica Thousand Island 275G,93.76,6.0%,5.62,6.0%,5.62,-,-,-,-,-,-,27,PC,1,105.0,Cash
10780,,,4122013569,0,25/07/2022,3353,0710,Mccain Variety Pack 550Gm,258.94,6.0%,15.53,6.0%,15.53,-,-,-,-,-,-,27,PC,2,145.0,Cash
10781,,,4122013569,0,25/07/2022,3353,0710,Mccain Veggie Fingers 400Gm,125,6.0%,7.5,6.0%,7.5,-,-,-,-,-,-,27,PC,1,140.0,Cash
10782,,,4122013569,0,25/07/2022,3353,,Rite Bite Max Protein Peanut Butter Choco Creamy,168.66,9.0%,15.17,9.0%,15.17,-,-,-,-,-,-,27,PC,1,199.0,Cash
10783,,,4122013569,0,25/07/2022,3353,2103,Veeba Mint Mayonnaise 300gu,312.5,6.0%,18.75,6.0%,18.75,-,-,-,-,-,-,27,PC,2,175.0,Cash
10784,,,4122013569,0,25/07/2022,3353,2103,Veeba Harissa Dressing,150.9,6.0%,9.05,6.0%,9.05,-,-,-,-,-,-,27,PC,1,169.0,Cash
10785,,,4122013569,0,25/07/2022,3353,,Veeba Mayonese Tandoori,79.48,6.0%,4.76,6.0%,4.76,-,-,-,-,-,-,27,PC,1,89.0,Cash
10786,,,4122013569,0,25/07/2022,3353,,Veeba Chocolate Peanut Butter,168.66,9.0%,15.17,9.0%,15.17,-,-,-,-,-,-,27,PC,1,199.0,Cash
10787,,,4122013569,0,25/07/2022,3353,,Whole the truth,199,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,199.0,Cash
10788,,,4122013569,0,25/07/2022,3353,,Hazelnut Dark Chocolate,249,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,249.0,Cash
10789,,,4122013569,0,25/07/2022,3353,,TWT Coconut Cocoa 52gm,84.76,9.0%,7.62,9.0%,7.62,-,-,-,-,-,-,27,PC,1,100.0,Cash
10790,,,4122013569,0,25/07/2022,3353,,TWT Cranberry 52gm,84.76,9.0%,7.62,9.0%,7.62,-,-,-,-,-,-,27,PC,1,100.0,Cash
10791,,,4122013569,0,25/07/2022,3353,,TWT Cocoa Cranberry Fudge40gm,50.86,9.0%,4.57,9.0%,4.57,-,-,-,-,-,-,27,PC,1,60.0,Cash
10792,,,4122013569,0,25/07/2022,3353,,TWT Peanut Chco Fudge 40gm,50.86,9.0%,4.57,9.0%,4.57,-,-,-,-,-,-,27,PC,1,60.0,Cash
10793,,,4122013569,0,25/07/2022,3353,,TWT Mocha Almond Fudge 40gm,50.86,9.0%,4.57,9.0%,4.57,-,-,-,-,-,-,27,PC,1,60.0,Cash
10794,,,4122013570,0,25/07/2022,1254,,Brown Burger Bun,44,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,22.0,Cash
10795,,,4122013570,0,25/07/2022,1254,,Jumbo hot dog roll ,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
10796,,,4122013570,0,25/07/2022,1254,1905,Cocoa Whole Wheat Bread W/Herbs 400gm,80,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,80.0,Cash
10797,,,4122013570,0,25/07/2022,1254,,Harima Instant Dry Yeast,35.72,6.0%,2.14,6.0%,2.14,-,-,-,-,-,-,27,PC,1,40.0,Cash
10798,,,4122013570,0,25/07/2022,1254,,Kelloggs chocos diet,180,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,180.0,Cash
10799,,,4122013570,0,25/07/2022,1254,04061000,Milky Mist [Prochs] 500 Gm Plpch Shredded Mozzarella Cheese,276.8,6.0%,16.6,6.0%,16.6,-,-,-,-,-,-,27,PC,1,310.0,Cash
10800,,,4122013570,0,25/07/2022,1254,2106,Tex Mix Salsalito Wrap Tortilla Original 348G,180.96,2.5%,4.52,2.5%,4.52,-,-,-,-,-,-,27,PC,1,190.0,Cash
10801,,,4122013570,0,25/07/2022,1254,0710,Zorabian Cheese N Onion Sausages 250Gm,160.72,6.0%,9.64,6.0%,9.64,-,-,-,-,-,-,27,PC,1,180.0,Cash
10802,,,4122013570,0,25/07/2022,1254,,True Element Steel cut Oats,200,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,200.0,Cash
10803,,Dunzo,4122013571,0,25/07/2022,298,,True Elements Raw Flax Seed,298,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,149.0,Cash
10804,,,4122013572,0,25/07/2022,1154,,Extra,150,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,150.0,Cash
10805,,,4122013572,0,25/07/2022,1154,,Trident Spearmint 14stick,159,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,159.0,Cash
10806,,,4122013572,0,25/07/2022,1154,, Kerala Plain Banana Chips 225 VM,314.3,2.5%,7.85,2.5%,7.85,-,-,-,-,-,-,27,PC,2,165.0,Cash
10807,,,4122013572,0,25/07/2022,1154,,Skittal ,80,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,80.0,Cash
10808,,,4122013572,0,25/07/2022,1154,,Skittles,80,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,80.0,Cash
10809,,,4122013572,0,25/07/2022,1154,17041000,Fusen gum,26.8,6.0%,1.6,6.0%,1.6,-,-,-,-,-,-,27,PC,3,10.0,Cash
10810,,,4122013572,0,25/07/2022,1154,,Dairy Milk,165,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,165.0,Cash
10811,,,4122013572,0,25/07/2022,1154,17049020,Zubi Lollies 30 gm,80.36,6.0%,4.82,6.0%,4.82,-,-,-,-,-,-,27,PC,3,30.0,Cash
10812,,,4122013572,0,25/07/2022,1154,,Lollypop,70,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,35.0,Cash
10813,,Dunzo,4122013573,0,25/07/2022,200,,M R Makhana Himalayan Pink Salt,178.58,6.0%,10.71,6.0%,10.71,-,-,-,-,-,-,27,PC,2,100.0,Cash
10814,,,4122013574,0,25/07/2022,182,0405,Amul Pasteurised Butter 100 And,46.44,6.0%,2.78,6.0%,2.78,-,-,-,-,-,-,27,PC,1,52.0,Cash
10815,,,4122013574,0,25/07/2022,182,11010000,Pro Nature Organic Maida 500Gmsb,47.62,2.5%,1.19,2.5%,1.19,-,-,-,-,-,-,27,PC,1,50.0,Cash
10816,,,4122013574,0,25/07/2022,182,1902,Habit Penne Rigate Pasta 500gm,71.44,6.0%,4.28,6.0%,4.28,-,-,-,-,-,-,27,PC,1,80.0,Cash
10817,,,4122013575,0,25/07/2022,613,,White Sandwich Bread,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
10818,,,4122013575,0,25/07/2022,613,, Carry Bag Small,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
10819,,,4122013575,0,25/07/2022,613,09109100,Shan Bombay Biryani Masla 60 gm,71.44,2.5%,1.78,2.5%,1.78,-,-,-,-,-,-,27,PC,1,75.0,Cash
10820,,,4122013575,0,25/07/2022,613,,Shan Biryani Masala,225,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,3,75.0,Cash
10821,,,4122013575,0,25/07/2022,613,,bounty,100,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,50.0,Cash
10822,,,4122013575,0,25/07/2022,613,,Hersheys Cookies 'N' Creme 40gm,50.86,9.0%,4.57,9.0%,4.57,-,-,-,-,-,-,27,PC,1,60.0,Cash
10823,,,4122013575,0,25/07/2022,613,,Hersheys Creamy Milk 40gm,46.62,9.0%,4.19,9.0%,4.19,-,-,-,-,-,-,27,PC,1,55.0,Cash
10824,,,4122013575,0,25/07/2022,613,,Tomato,38,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,38.0,Cash
10825,,,4122013576,0,25/07/2022,664,, Carry Bag Small,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
10826,,,4122013576,0,25/07/2022,664,,Fruit & Vegetables,329,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,329.0,Cash
10827,,,4122013576,0,25/07/2022,664,,pringles Honey mustaro,230,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,230.0,Cash
10828,,,4122013576,0,25/07/2022,664,20098910,aam panna,35.72,6.0%,2.14,6.0%,2.14,-,-,-,-,-,-,27,PC,2,20.0,Cash
10829,,,4122013576,0,25/07/2022,664,22029030,PB Aam Panna  250Ml,31.26,6.0%,1.87,6.0%,1.87,-,-,-,-,-,-,27,PC,1,35.0,Cash
